upi_id,account_number,ifsc_code,owner_name,bank_name,account_type,device_id,true_label,is_active,created_at
bhavna3534@ybl,82903395885,YESB0722560,Bhavna Warrior,Yes Bank,individual,dev-dce14abf0969,,True,2024-06-26
panini3535@idfcfirst,6160641300,IDFB0813260,Panini Venkataraman,IDFC First Bank,individual,dev-f11118df9be3,,True,2024-08-15
nicholas3536@okhdfcbank,7296959881838007,HDFC0065050,Nicholas Raj,HDFC Bank,individual,dev-e4c65153d665,,True,2024-05-09
wazir3537@okicici,682594240,ICIC0996963,Wazir Deo,ICICI Bank,individual,dev-5789c8e9fdc9,,True,2023-08-10
avni3538@okaxis,52059959082332,UTIB0286187,Avni Mahal,Axis Bank,individual,dev-dda0d08b0e73,,True,2025-02-22
zaid3539@kotak,08767806982,KKBK0589520,Zaid Merchant,Kotak Mahindra Bank,individual,dev-57b72c436157,,True,2025-04-22
megha3540@okaxis,73432308867459,UTIB0056108,Megha Barad,Axis Bank,individual,dev-578a6f2d161d,account_takeover,True,2026-05-28
janaki3541@oksbi,939933865,SBIN0864030,Janaki Luthra,State Bank of India,individual,dev-6cbfd24160b3,gambling_network,True,2025-04-06
krishna3542@idfcfirst,018311844309238,IDFB0050030,"Krishna, Arora and Dash Food & Dining",IDFC First Bank,merchant,dev-330b59963fb5,,True,2026-05-03
ekani3543@okaxis,56568859307,UTIB0769120,Ekani Lalla,Axis Bank,individual,dev-5f04e30cda8a,,True,2025-12-30
sachi3544@okicici,649099320128783,ICIC0298592,Sachi Shere,ICICI Bank,individual,dev-fa6cccd1d4ae,,True,2026-02-21
sarraf3545@idfcfirst,50604103590,IDFB0515434,Sarraf Inc Travel,IDFC First Bank,merchant,dev-23c95ec3d1fd,,True,2025-08-30
balhaar3546@kotak,316638815621132,KKBK0704363,Balhaar Parmer,Kotak Mahindra Bank,individual,dev-ffcb11eb4149,,True,2025-05-30
tejas3547@ybl,0653289947873860,YESB0162924,Tejas Rege,Yes Bank,individual,dev-ecf7567bf71b,,True,2026-01-27
fariq3548@cnrb,993776107184,CNRB0803365,Fariq Malhotra,Canara Bank,individual,dev-f4a92f2054bb,,True,2024-10-05
devansh3549@okhdfcbank,458589543,HDFC0869655,Devansh Sastry,HDFC Bank,individual,dev-475635c8b79f,,True,2025-01-25
aarna3550@oksbi,4483255814592659,SBIN0428674,Aarna Majumdar,State Bank of India,individual,dev-5f71532e0c80,,True,2026-07-06
warda3551@cnrb,5219493654421,CNRB0668679,Warda Datta,Canara Bank,individual,dev-77786d4796a4,,True,2024-06-27
ghosh3552@pnb,332122945619452,PUNB0299043,Ghosh and Sons Travel,Punjab National Bank,merchant,dev-6a7e2f2b190f,,True,2023-10-24
viraj3553@idfcfirst,4142371364804004,IDFB0251121,Viraj Contractor,IDFC First Bank,individual,dev-8e297e26f004,,True,2025-10-05
qarin3554@cnrb,942169667237,CNRB0648112,Qarin Toor,Canara Bank,individual,dev-7990b83e24fd,,True,2026-03-03
edhitha3555@cnrb,8532682489488241,CNRB0005587,Edhitha Barman,Canara Bank,individual,dev-d4c0ae9ef224,,True,2025-08-22
darsh3556@okaxis,6231516784947,UTIB0976747,Darsh Lad,Axis Bank,individual,dev-641b8c87a497,,True,2025-11-10
amol3557@barodampay,141290543880220,BARB0503388,Amol Pandit,Bank of Baroda,individual,dev-cebd11654d53,,True,2024-04-13
wahab3558@cnrb,3380813798733,CNRB0329272,Wahab Palla,Canara Bank,individual,dev-661964d5f766,innocent_bystander,True,2024-09-30
faras3559@idfcfirst,06991914367679,IDFB0511809,Faras Tripathi,IDFC First Bank,individual,dev-6b66d19306e6,,True,2024-12-12
chowdhuryvaidya3560@okaxis,467965264962,UTIB0938888,Chowdhury-Vaidya Food & Dining,Axis Bank,merchant,dev-5bd427749ceb,,True,2025-07-16
warjas3561@cnrb,5178821041753,CNRB0290839,Warjas Jani,Canara Bank,individual,dev-7ac70e739376,,True,2024-01-12
kamya3562@ybl,8174488183,YESB0376284,Kamya Sagar,Yes Bank,individual,dev-9d6a73d46763,,True,2024-09-06
pooja3563@pnb,4415548376,PUNB0971289,Pooja Mandal,Punjab National Bank,individual,dev-6104e2a2de20,,True,2026-05-08
aryan3564@pnb,2718138107,PUNB0809918,Aryan Narain,Punjab National Bank,individual,dev-a19a17c1829c,,True,2025-08-19
gautami3565@okhdfcbank,659609258603,HDFC0010132,Gautami Reddy,HDFC Bank,individual,dev-d1a0e56b44bc,innocent_bystander,True,2024-10-24
upma3566@pnb,194384635144296,PUNB0870500,Upma Menon,Punjab National Bank,individual,dev-450762272524,,True,2026-06-10
balasubramanian3567@ybl,3657588931178240,YESB0579502,"Balasubramanian, Dyal and Pillay Pharmacy",Yes Bank,merchant,dev-ef1597b39f0b,,True,2023-10-03
bina3568@oksbi,0635424752262595,SBIN0280590,Bina Doctor,State Bank of India,individual,dev-28ed55abdd77,innocent_bystander,True,2024-11-18
bal3569@oksbi,6380647022599617,SBIN0849402,"Bal, Cherian and Kakar Fashion",State Bank of India,merchant,dev-d8c6638a4dcc,,True,2024-12-21
yasti3570@okhdfcbank,815351628837,HDFC0546409,Yasti Trivedi,HDFC Bank,individual,dev-716618dafa9d,,True,2023-12-30
tanveer3571@ybl,482805936140,YESB0115714,Tanveer Radhakrishnan,Yes Bank,individual,dev-ba3c3153d5ec,,True,2024-08-17
mason3572@idfcfirst,7100252504126,IDFB0013232,Mason Raj,IDFC First Bank,individual,dev-3bc825c54af1,account_takeover,True,2025-01-21
faras3573@kotak,10705370017775,KKBK0175253,Faras Kapur,Kotak Mahindra Bank,individual,dev-7804393a49cc,innocent_bystander,True,2024-01-06
jairaj3574@okhdfcbank,1978150410873456,HDFC0577495,Jairaj Wable,HDFC Bank,individual,dev-5f52254eb33f,,True,2025-06-25
urmi3575@okicici,798188087947769,ICIC0142706,Urmi Vohra,ICICI Bank,individual,dev-bc50935b1d2d,,True,2024-01-05
edhitha3576@barodampay,78413465854,BARB0120073,Edhitha Luthra,Bank of Baroda,individual,dev-02b0aeef2f0f,,True,2024-03-16
chaaya3577@kotak,572790119,KKBK0291425,Chaaya Kohli,Kotak Mahindra Bank,individual,dev-01d328f26be1,,True,2026-05-15
kibepathak3578@idfcfirst,335369343564096,IDFB0721355,Kibe-Pathak Electronics,IDFC First Bank,merchant,dev-33058ccc9b1b,,True,2025-06-05
tamanna3579@ybl,870077801025315,YESB0325118,Tamanna Murty,Yes Bank,individual,dev-4a1a85497eb7,,True,2025-09-08
wridesh3580@pnb,912902377802,PUNB0466740,Wridesh Saxena,Punjab National Bank,individual,dev-633ff9ba4189,,True,2025-11-21
janaki3581@barodampay,63801974221,BARB0897164,Janaki Buch,Bank of Baroda,individual,dev-84fc69561f4a,,True,2024-04-03
yashasvi3582@cnrb,92786089670785,CNRB0524063,Yashasvi Bose,Canara Bank,individual,dev-f10a5dcf985a,,True,2025-11-06
veda3583@oksbi,62713589665459,SBIN0650857,Veda Karpe,State Bank of India,individual,dev-ea7fa4d14039,,True,2023-12-16
omya3584@cnrb,92973855714,CNRB0024879,Omya Karpe,Canara Bank,individual,dev-3ad7226dca64,,True,2025-01-26
dass3585@oksbi,9146440498701,SBIN0527870,"Dass, Yogi and Konda Fuel",State Bank of India,merchant,dev-5392234c1ea1,,True,2024-05-28
lakshit3586@kotak,9176106066,KKBK0646524,Lakshit Lad,Kotak Mahindra Bank,individual,dev-5eb0dbf91d34,,True,2025-07-20
harita3587@kotak,743607485310618,KKBK0494547,Harita Murthy,Kotak Mahindra Bank,individual,dev-bf904bdeec6c,,True,2025-11-28
finn3588@okaxis,0000747760169160,UTIB0198868,Finn Rege,Axis Bank,individual,dev-c84e7898632a,,True,2024-12-21
yashasvi3589@pnb,59255194480,PUNB0662657,Yashasvi Divan,Punjab National Bank,individual,dev-58770105b2f4,,True,2025-09-04
rudra3590@okicici,96386725835217,ICIC0421245,Rudra Gole,ICICI Bank,individual,dev-365a9c34fcb5,,True,2025-11-03
auroraganesan3591@kotak,1956703821628,KKBK0731754,Aurora-Ganesan Travel,Kotak Mahindra Bank,merchant,dev-2a38f9c4bfdc,,True,2026-06-23
sahota3592@idfcfirst,40467859671,IDFB0202599,Sahota LLC Food & Dining,IDFC First Bank,merchant,dev-2b317a9614a0,,True,2025-08-18
singhal3593@pnb,49049536286,PUNB0286330,"Singhal, Chaudhuri and Date Food & Dining",Punjab National Bank,merchant,dev-0f4d6c1338da,,True,2023-08-23
raagini3594@ybl,0302146137,YESB0240199,Raagini Bajwa,Yes Bank,individual,dev-ea0d65550791,account_takeover,True,2024-09-08
elijah3595@idfcfirst,901211425955969,IDFB0924072,Elijah Deo,IDFC First Bank,individual,dev-7d1b760a94bd,gambling_network,True,2024-11-08
pahal3596@okhdfcbank,22795165407,HDFC0601672,Pahal Pandya,HDFC Bank,individual,dev-dbcd113cd0c9,,True,2024-12-03
ratti3597@pnb,977103346,PUNB0098635,Ratti Ltd Grocery,Punjab National Bank,merchant,dev-d8bb9f1a8586,,True,2024-01-13
chaaya3598@ybl,7608104004319228,YESB0704730,Chaaya Dani,Yes Bank,individual,dev-b43a0d5b245b,account_takeover,True,2025-06-19
nayarchokshi3599@oksbi,06914019218,SBIN0270458,Nayar-Chokshi Grocery,State Bank of India,merchant,dev-b5e73c47d0b2,,True,2025-03-24
ethan3600@cnrb,580188540,CNRB0911775,Ethan Pant,Canara Bank,individual,dev-37a01f8fdf22,,True,2025-07-14
regesengupta3601@okaxis,23377073354958,UTIB0887958,Rege-Sengupta Electronics,Axis Bank,merchant,dev-f3cb77fb2675,,True,2024-07-16
bimala3602@ybl,6245411069,YESB0640234,Bimala Sood,Yes Bank,individual,dev-3167038fd0fb,,True,2024-06-14
qadim3603@pnb,5744994201,PUNB0520588,Qadim Upadhyay,Punjab National Bank,individual,dev-8345d0fa2730,,True,2023-10-19
max3604@pnb,6555832252963248,PUNB0994224,Max Amble,Punjab National Bank,individual,dev-ba9443889de9,,True,2023-10-06
sudiksha3605@ybl,81491124843823,YESB0248946,Sudiksha Raghavan,Yes Bank,individual,dev-1402361c3cf0,,True,2023-09-05
reva3606@okhdfcbank,4622759967858014,HDFC0078148,Reva Goda,HDFC Bank,individual,dev-2d9d3476424a,,True,2023-09-09
gunbir3607@cnrb,7264957119664646,CNRB0632953,Gunbir Kata,Canara Bank,individual,dev-ac44933874b3,,True,2025-05-22
takom3608@ybl,66753467404,YESB0595039,Tak-Om Electronics,Yes Bank,merchant,dev-3df704c6c666,,True,2026-06-22
zarna3609@okhdfcbank,4790089312401,HDFC0034877,Zarna Vohra,HDFC Bank,individual,dev-f8f5b9b55828,,True,2025-07-24
bhavika3610@idfcfirst,06868987186261,IDFB0833675,Bhavika Naidu,IDFC First Bank,individual,dev-11addaa3129d,,True,2024-02-08
eiravati3611@okicici,73223269249903,ICIC0349100,Eiravati Gokhale,ICICI Bank,individual,dev-327aa8495054,,True,2026-06-29
benjamin3612@cnrb,980130008478,CNRB0165722,Benjamin Kade,Canara Bank,individual,dev-2db1c4ab6654,,True,2025-09-15
zilmil3613@idfcfirst,2024244941400,IDFB0631681,Zilmil Mall,IDFC First Bank,individual,dev-fb847340b93d,,True,2025-04-17
hardik3614@pnb,471573366540,PUNB0162255,Hardik Palan,Punjab National Bank,individual,dev-5e32be7cca1f,account_takeover,True,2025-04-30
noah3615@ybl,725264302458,YESB0740007,Noah Dani,Yes Bank,individual,dev-4ecca28ba5b2,innocent_bystander,True,2026-05-05
anusha3616@pnb,710931745635669,PUNB0391178,Anusha Sur,Punjab National Bank,individual,dev-7ff74f816317,innocent_bystander,True,2024-09-01
udarsh3617@cnrb,79044475127,CNRB0238936,Udarsh Gara,Canara Bank,individual,dev-182d337f19c0,,True,2024-03-08
aashi3618@cnrb,70135511975349,CNRB0307401,Aashi Cherian,Canara Bank,individual,dev-09939554439e,,True,2026-07-14
arya3619@okaxis,152444201705366,UTIB0183872,Arya Dhaliwal,Axis Bank,individual,dev-4c59a9ad5c80,,True,2025-04-02
samuel3620@okicici,84241220188,ICIC0905410,Samuel Trivedi,ICICI Bank,individual,dev-f87f5f067375,,True,2024-11-21
ayaan3621@idfcfirst,96985276796,IDFB0666993,Ayaan Baral,IDFC First Bank,individual,dev-ee073b6c4856,innocent_bystander,True,2025-08-24
yogi3622@okhdfcbank,302602865590,HDFC0877965,"Yogi, Hayer and Ahuja Home Services",HDFC Bank,merchant,dev-b6655e7a2aa7,,True,2023-12-11
atharv3623@okaxis,88962391754,UTIB0160231,Atharv Pingle,Axis Bank,individual,dev-8911e4f24603,,True,2026-07-09
baghyawati3624@pnb,62335095663830,PUNB0560950,Baghyawati Sandhu,Punjab National Bank,individual,dev-8e33a11e2c6e,,True,2025-06-14
jonathan3625@oksbi,8097345732,SBIN0132306,Jonathan Setty,State Bank of India,individual,dev-0f5186702877,,True,2026-02-28
imaran3626@barodampay,8584850158,BARB0147011,Imaran Dar,Bank of Baroda,individual,dev-0a5c66c1295e,,True,2024-01-12
rachana3627@okhdfcbank,276182596968,HDFC0463783,Rachana Tak,HDFC Bank,individual,dev-2e731e2bcdb9,,True,2024-11-20
chadhadevan3628@pnb,082911597,PUNB0609422,Chadha-Devan Home Services,Punjab National Bank,merchant,dev-2a04e3438603,,True,2023-10-07
jackson3629@cnrb,2977426926,CNRB0858545,Jackson Pandya,Canara Bank,individual,dev-90c644747939,,True,2026-02-20
tristan3630@idfcfirst,2806385789,IDFB0801490,Tristan Borde,IDFC First Bank,individual,dev-85232260d0f5,,True,2025-08-28
dugartripathi3631@okaxis,1861354051,UTIB0310539,Dugar-Tripathi Travel,Axis Bank,merchant,dev-ee0fc1aa20c8,,True,2024-12-27
anya3632@ybl,769710288776,YESB0312396,Anya Setty,Yes Bank,individual,dev-7a3b42ae14d5,,True,2024-10-07
divya3633@okicici,069397735268,ICIC0648436,Divya Barad,ICICI Bank,individual,dev-f2d5b5dfd82d,,True,2025-07-30
chaudhryverma3634@okaxis,23468594561130,UTIB0414857,Chaudhry-Verma Fuel,Axis Bank,merchant,dev-30c5185945f3,,True,2025-02-14
ranveer3635@idfcfirst,3462707019879,IDFB0690153,Ranveer Banik,IDFC First Bank,individual,dev-c36e2b1b70fe,,True,2026-01-18
yatan3636@oksbi,1056016082873724,SBIN0958719,Yatan Devan,State Bank of India,individual,dev-e494a2e3c442,,True,2025-11-28
thomas3637@cnrb,32957767948003,CNRB0498793,Thomas Hayre,Canara Bank,individual,dev-dd0174549b7a,,True,2026-03-08
singhaldoshi3638@okhdfcbank,312822218928249,HDFC0626040,Singhal-Doshi Home Services,HDFC Bank,merchant,dev-e93428cfc77e,,True,2025-12-27
rachit3639@okhdfcbank,435220466284,HDFC0802331,Rachit Taneja,HDFC Bank,individual,dev-6003fbd15961,account_takeover,True,2025-03-06
karan3640@barodampay,7635781311293,BARB0919226,Karan Issac,Bank of Baroda,individual,dev-70e8bb82b067,,True,2025-05-12
chakrabarti3641@okaxis,3255143574,UTIB0277569,"Chakrabarti, Varty and Kala Utilities",Axis Bank,merchant,dev-c8fb4ae747b7,,True,2025-02-07
radha3642@ybl,1198257437020,YESB0890783,Radha Bhavsar,Yes Bank,individual,dev-ed91b4253970,,True,2024-02-15
sathvik3643@kotak,76472247926488,KKBK0172691,Sathvik Gokhale,Kotak Mahindra Bank,individual,dev-7fb2edaf1d87,innocent_bystander,True,2026-06-23
omya3644@pnb,2821241557919,PUNB0830762,Omya Lall,Punjab National Bank,individual,dev-e142c20d4856,innocent_bystander,True,2026-02-01
rai3645@okhdfcbank,215213460107525,HDFC0809565,"Rai, Keer and Palla Utilities",HDFC Bank,merchant,dev-bc87dec2e595,,True,2023-10-16
pranit3646@okhdfcbank,3688431492,HDFC0948077,Pranit Mital,HDFC Bank,individual,dev-ec358c478405,,True,2025-08-28
brinda3647@okhdfcbank,15474670456,HDFC0039968,Brinda Sundaram,HDFC Bank,individual,dev-70f9fc198d64,innocent_bystander,False,2025-03-09
manya3648@cnrb,213880107891549,CNRB0936633,Manya Parikh,Canara Bank,individual,dev-144944d621a5,,True,2025-07-31
chakrika3649@oksbi,4886803062587606,SBIN0336034,Chakrika Char,State Bank of India,individual,dev-129a5ffd5467,account_takeover,True,2024-10-03
isaiah3650@okicici,02541152239,ICIC0842928,Isaiah Mani,ICICI Bank,individual,dev-53db6751dc53,account_takeover,False,2025-02-18
sanya3651@idfcfirst,48832537644,IDFB0101337,Sanya Nanda,IDFC First Bank,individual,dev-4c1e9db1c947,,True,2023-11-10
pavani3652@okicici,5006818772,ICIC0878159,Pavani D’Alia,ICICI Bank,individual,dev-3ee9fd9b7742,,True,2025-11-04
ucchal3653@okaxis,1250304224174,UTIB0902795,Ucchal Nagar,Axis Bank,individual,dev-0ddce43976fd,,True,2025-06-24
idika3654@kotak,1772444760,KKBK0224131,Idika Rao,Kotak Mahindra Bank,individual,dev-440de1f4a31d,,True,2024-11-29
veda3655@kotak,1584758763448612,KKBK0311573,Veda Suresh,Kotak Mahindra Bank,individual,dev-68724a9bb819,,True,2025-04-23
sabharwal3656@okhdfcbank,645345678310,HDFC0676428,"Sabharwal, Keer and Balakrishnan Electronics",HDFC Bank,merchant,dev-66624b6eb0e4,,True,2025-11-13
amrita3657@cnrb,4258116678781378,CNRB0366183,Amrita Tripathi,Canara Bank,individual,dev-97d3d994e20b,,True,2025-07-01
nilima3658@okicici,134827093276594,ICIC0539660,Nilima Bhat,ICICI Bank,individual,dev-a0408679f701,,True,2024-11-28
advika3659@okaxis,722405987181497,UTIB0145719,Advika Nadkarni,Axis Bank,individual,dev-a049a985dd49,,True,2025-06-27
mahika3660@pnb,164607017,PUNB0347617,Mahika Sathe,Punjab National Bank,individual,dev-c3a12e35112f,,True,2024-02-09
mohini3661@barodampay,28821568870013,BARB0738614,Mohini Lad,Bank of Baroda,individual,dev-939742dafe74,,True,2024-02-09
loyal3662@ybl,1682467106043,YESB0438586,Loyal Group Home Services,Yes Bank,merchant,dev-5119c4ded49c,,True,2024-10-02
harinakshi3663@barodampay,01019419475,BARB0112530,Harinakshi Bath,Bank of Baroda,individual,dev-bee3d2b540ce,innocent_bystander,True,2026-02-28
sara3664@idfcfirst,14641451535,IDFB0006079,Sara Rout,IDFC First Bank,individual,dev-f722a8d329d3,,True,2025-03-12
ganesan3665@kotak,15474692161276,KKBK0022398,Ganesan PLC Fashion,Kotak Mahindra Bank,merchant,dev-f4b1ba96f56b,,True,2024-05-27
imaran3666@okicici,968377124679,ICIC0101432,Imaran Narayan,ICICI Bank,individual,dev-30ba02a43372,,True,2024-05-27
anmol3667@okicici,416646172042549,ICIC0416284,Anmol Bail,ICICI Bank,individual,dev-8869a118b883,,True,2024-02-17
gautam3668@ybl,84173103154,YESB0657592,Gautam Nath,Yes Bank,individual,dev-fa4564467648,,True,2024-01-15
dev3669@pnb,2459927179,PUNB0608448,Dev Bawa,Punjab National Bank,individual,dev-d256d98908c0,,True,2024-08-21
kade3670@ybl,79384828749,YESB0393052,"Kade, Pathak and Wason Home Services",Yes Bank,merchant,dev-4cb91cbe4ea9,,True,2024-08-13
naksh3671@ybl,7402687683306120,YESB0848880,Naksh Wason,Yes Bank,individual,dev-2ee4c734107b,innocent_bystander,True,2023-12-02
veer3672@cnrb,067149577479307,CNRB0313748,Veer Mannan,Canara Bank,individual,dev-adaf08a4ccf7,,True,2023-11-06
kashvi3673@okicici,5459874712,ICIC0464324,Kashvi Narula,ICICI Bank,individual,dev-93f6c5d52ea3,,True,2024-12-13
tanveer3674@kotak,2940329630334,KKBK0196313,Tanveer Kothari,Kotak Mahindra Bank,individual,dev-e63a27895d98,,True,2025-08-13
balendra3675@okhdfcbank,90068690576019,HDFC0350822,Balendra Bahri,HDFC Bank,individual,dev-d9f5fc2e6c1b,,True,2025-02-23
yachana3676@kotak,79475742530,KKBK0741095,Yachana Rao,Kotak Mahindra Bank,individual,dev-bfbdfa8bd341,,True,2023-08-18
brijesh3677@pnb,359447635434,PUNB0016142,Brijesh Dugar,Punjab National Bank,individual,dev-9a1e627cbd2f,,True,2026-02-24
mitrabajwa3678@ybl,7995663300,YESB0332569,Mitra-Bajwa Fuel,Yes Bank,merchant,dev-3dec3d5e3f82,,True,2025-01-09
yug3679@pnb,006328200950239,PUNB0538990,Yug Bandi,Punjab National Bank,individual,dev-de9eedd5c64f,gambling_network,True,2026-06-29
dasguptapurohit3680@cnrb,42005357557,CNRB0182725,Dasgupta-Purohit Food & Dining,Canara Bank,merchant,dev-c562683a914d,,True,2025-07-19
karan3681@okicici,425135928,ICIC0408762,Karan Madan,ICICI Bank,individual,dev-346a43e46534,,True,2024-10-25
faraj3682@okhdfcbank,7179329918839,HDFC0190114,Faraj Borah,HDFC Bank,individual,dev-767ead92368d,,True,2024-01-19
anmol3683@oksbi,5464751945,SBIN0662553,Anmol Aurora,State Bank of India,individual,dev-ef5f61e3adbc,,True,2024-08-25
girish3684@okhdfcbank,60221632275,HDFC0875152,Girish Raman,HDFC Bank,individual,dev-c5303e8104fe,,True,2026-01-31
devika3685@ybl,387661713,YESB0084867,Devika Naik,Yes Bank,individual,dev-9df273827b78,,True,2026-05-19
yauvani3686@ybl,378049957280,YESB0513560,Yauvani Bajaj,Yes Bank,individual,dev-3ad68c8f7c4b,,True,2024-05-20
anusha3687@pnb,4142130701364,PUNB0037961,Anusha Shanker,Punjab National Bank,individual,dev-4af8d8556ac3,,True,2025-08-28
harish3688@pnb,334491246,PUNB0081556,Harish Lalla,Punjab National Bank,individual,dev-60431cbf1083,,True,2024-02-10
krisha3689@okicici,14103898986,ICIC0182620,Krisha Manne,ICICI Bank,individual,dev-1361b1cf7007,,True,2026-07-15
girik3690@oksbi,41595807044,SBIN0468305,Girik Kapadia,State Bank of India,individual,dev-9bf0f78e9bb2,,True,2025-09-15
arya3691@cnrb,52789418617,CNRB0705473,Arya Subramanian,Canara Bank,individual,dev-efc81bd5faee,,True,2026-04-19
yashawini3692@ybl,4733393701,YESB0367314,Yashawini Konda,Yes Bank,individual,dev-b3567688e4b7,,True,2024-03-05
anay3693@okhdfcbank,07346069193,HDFC0007988,Anay Taneja,HDFC Bank,individual,dev-efa72b75df3d,,True,2024-01-22
kashish3694@kotak,980930285,KKBK0163705,Kashish Chokshi,Kotak Mahindra Bank,individual,dev-ad9c57cca5d8,,True,2024-03-03
udarsh3695@okhdfcbank,605761592154,HDFC0653726,Udarsh Bakshi,HDFC Bank,individual,dev-6445829a54d9,,True,2024-06-04
vincent3696@okaxis,6661721313,UTIB0219579,Vincent Sekhon,Axis Bank,individual,dev-d1c059143bde,,True,2025-06-15
vansha3697@cnrb,9363138090,CNRB0713054,Vansha Chopra,Canara Bank,individual,dev-8cdbdcb094b7,,True,2024-03-24
gaurangi3698@cnrb,5718390271,CNRB0992292,Gaurangi Dhawan,Canara Bank,individual,dev-f25dd5f0ab2f,,True,2026-02-12
girish3699@okaxis,7821676674271,UTIB0057149,Girish Gara,Axis Bank,individual,dev-6f485404ad12,,True,2023-08-18
vrishti3700@kotak,4833727087543,KKBK0336297,Vrishti Krish,Kotak Mahindra Bank,individual,dev-984a734fb489,innocent_bystander,True,2024-05-30
lohit3701@okicici,7279556101,ICIC0429829,Lohit Rau,ICICI Bank,individual,dev-4e9202d70989,gambling_network,True,2024-11-05
viraj3702@okhdfcbank,477208890614823,HDFC0491141,Viraj Bhargava,HDFC Bank,individual,dev-6ce69c75335d,,True,2025-02-08
zayyan3703@okaxis,97204767591898,UTIB0280347,Zayyan Sabharwal,Axis Bank,individual,dev-96472cf5c91b,,True,2024-09-09
geetika3704@ybl,593792016274865,YESB0215092,Geetika Dora,Yes Bank,individual,dev-f1014a533e1f,,True,2024-04-25
ekanta3705@okicici,57096180178068,ICIC0098552,Ekanta Ray,ICICI Bank,individual,dev-665f2213cf47,gambling_network,True,2024-08-20
amrita3706@pnb,22985555608,PUNB0755452,Amrita Kadakia,Punjab National Bank,individual,dev-f8a227f53095,,True,2024-07-17
xalak3707@oksbi,6750186794,SBIN0897296,Xalak Munshi,State Bank of India,individual,dev-40edea6c0311,,False,2023-10-11
ekanta3708@barodampay,1542332726,BARB0737863,Ekanta Shenoy,Bank of Baroda,individual,dev-3e5f7c54b165,gambling_network,True,2026-02-16
yoshita3709@oksbi,301802930878,SBIN0675941,Yoshita Bumb,State Bank of India,individual,dev-20ccd083eaa2,,True,2024-05-25
pavani3710@oksbi,84374582688,SBIN0872006,Pavani Brahmbhatt,State Bank of India,individual,dev-cc8439360e6d,,True,2026-05-05
joshua3711@pnb,4932893898576,PUNB0034894,Joshua Arya,Punjab National Bank,individual,dev-bb30fd1f6103,,True,2025-05-25
zinal3712@okicici,401780330496,ICIC0910872,Zinal Dara,ICICI Bank,individual,dev-b05d606a4d22,,True,2025-11-26
rudra3713@idfcfirst,3900892098779,IDFB0659698,Rudra Sarma,IDFC First Bank,individual,dev-c16dac195868,,True,2026-07-02
balvan3714@pnb,4508228980941168,PUNB0402334,Balvan Samra,Punjab National Bank,individual,dev-9c8aed99de0d,innocent_bystander,True,2024-07-19
onkar3715@kotak,46263128265,KKBK0692302,Onkar Vohra,Kotak Mahindra Bank,individual,dev-992eac99fcd3,,True,2025-01-15
logan3716@idfcfirst,3789578011220666,IDFB0784625,Logan Sahota,IDFC First Bank,individual,dev-f8641c23f986,,True,2025-01-02
aditya3717@kotak,85807674758,KKBK0801988,Aditya Minhas,Kotak Mahindra Bank,individual,dev-809f0ed82b28,,True,2024-03-14
radhika3718@okhdfcbank,784169770,HDFC0899674,Radhika Menon,HDFC Bank,individual,dev-2f61769c2d84,,True,2025-10-06
ekantika3719@okaxis,7832930722790638,UTIB0899960,Ekantika Prabhu,Axis Bank,individual,dev-1e7bc11aa7ec,,True,2024-03-14
lohit3720@kotak,8658292892,KKBK0651737,Lohit Mannan,Kotak Mahindra Bank,individual,dev-9d1c91d54458,innocent_bystander,True,2025-08-31
kamya3721@pnb,587496612009275,PUNB0172695,Kamya Venkataraman,Punjab National Bank,individual,dev-80f30ad06d2f,,True,2025-01-23
urmi3722@okhdfcbank,0965446623139,HDFC0250367,Urmi Shere,HDFC Bank,individual,dev-02283edda399,,True,2024-11-19
narayanan3723@idfcfirst,302310161,IDFB0034121,Narayanan Ltd Fuel,IDFC First Bank,merchant,dev-aa0a29b61b35,,True,2025-06-04
deshmukh3724@idfcfirst,3361287169229954,IDFB0219863,"Deshmukh, Gala and Viswanathan Home Services",IDFC First Bank,merchant,dev-1259540e63df,,True,2024-03-15
advaith3725@kotak,7465100785599,KKBK0715256,Advaith Nadkarni,Kotak Mahindra Bank,individual,dev-016032847cd0,,True,2024-06-20
praneel3726@pnb,22654289098,PUNB0873863,Praneel Doctor,Punjab National Bank,individual,dev-2d24af700e3e,,True,2023-08-14
ekalinga3727@idfcfirst,08056275316191,IDFB0099985,Ekalinga Ahluwalia,IDFC First Bank,individual,dev-3a988f3411b5,gambling_network,True,2024-09-16
raghav3728@idfcfirst,77581020854,IDFB0496792,Raghav Iyengar,IDFC First Bank,individual,dev-ebd471180287,account_takeover,True,2023-09-11
tara3729@idfcfirst,839807739,IDFB0787482,Tara Narayanan,IDFC First Bank,individual,dev-2c8102448819,gambling_network,True,2024-05-20
darsh3730@okicici,8874898774739,ICIC0883577,Darsh Sidhu,ICICI Bank,individual,dev-e836fc9a47af,,True,2025-01-25
ekalinga3731@ybl,6135705234134,YESB0771089,Ekalinga Palla,Yes Bank,individual,dev-aac36249eee9,innocent_bystander,True,2023-12-30
kara3732@okaxis,3610148989774,UTIB0283814,"Kara, Pai and Atwal Food & Dining",Axis Bank,merchant,dev-a3eb20a1f1ba,,True,2025-10-18
anvi3733@cnrb,92769983446,CNRB0144542,Anvi Mane,Canara Bank,individual,dev-852b7bd8c77d,,False,2025-07-26
